id;mpn;name;theme;subtheme;piece_count;retail_price;year_released;retirement_status;weight_kg;dimensions;notes;created_at;updated_at;release_date;retired_year;retired_date;grade_1_value;grade_2_value;grade_3_value;grade_4_value;grade_5_value;prediction_2yr;prediction_5yr;minifig_value;length_cm;width_cm;height_cm;designer;product_hook;description;call_to_action;highlights;seo_title;seo_description;user_id;brand;type;last_valued_at;upc;ean;minifigs_count;availability;age_range;color;character_ip;features;material;grade_1_value_used_low;grade_1_value_used_high;rolling_growth_1yr;rolling_growth_12m
07ca4f3f-2a1c-4906-b6b1-d640c5310946;71050-13;Across the Spider-Verse Complete Set (71050-13.1);;;;;;active;;;;2026-03-07 19:57:13.150112+00;2026-03-08 09:17:53.751877+00;;;;;;;;;;;;;;;;The multiverse is a mess. Your collection doesn’t have to be.;Stop obsessing over individual blind bags and start acting like a collector with taste. This complete series of 12 Across the Spider-Verse minifigures from set 71050 delivers the full roster of the Sony-verse's finest without the indignity of feeling up cardboard boxes in a high street toy aisle. You are getting the definitive lineup, from Miles to the heavy-hitters of the Spider-Society, all meticulously curated to ensure your shelf looks less like a bargain bin and more like a curated gallery of interdimensional chaos. These figures possess a display presence that screams technical prowess and stylistic grit. It is time to stop gambling on duplicates and start owning the set that actually matters. This is the peak of modern minifigure design, delivered with the efficiency you deserve.;Secure the multiverse before the canon breaks.;"• Full set of 12 unique Spider-Verse minifigures.
• Eliminate the risk of duplicates with a complete collection.
• Authentic LEGO 71050 series figures in pristine condition.
• Essential characters from the iconic Spider-Society.";LEGO 71050 Across the Spider-Verse Complete Set | Kuso Oishii;Shop the LEGO 71050 Across the Spider-Verse Complete Set. Get all 12 unique minifigures from the series in one go. No duplicates, no blind bag gambling, just the full Spider-Society roster for serious collectors. Authentic LEGO 71050-13 figures from the hit movie. Secure your set while stock lasts.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
a3b9076b-d1b8-4250-a770-dc3cabeaebde;cty0337;Female Firefighter (cty0337);;;;;;active;;;;2026-03-07 19:57:28.230452+00;2026-03-08 09:19:52.598237+00;;;;;;;;;;;;;;;;If your city is burning down, don’t call a hobbyist. Carry the pro who actually finishes the job.;"Stop playing with matches and get someone on your shelf who actually knows how to handle a flare-up. This Female Firefighter isn't some generic background filler; she’s the backbone of any City-scale emergency response. Clad in high-visibility reflective gear with that signature red helmet, she brings an air of seasoned authority to your collection. Whether she's managing a chemical spill or pulling some reckless civilian out of a burning modular building, she carries the quiet confidence of someone who has seen it all and lived to tell the tale. She is the definitive upgrade for collectors who demand their urban landscapes feel populated by professionals, not just plastic. Stop settling for a city in chaos and hire the expert help your display deserves before things truly go south.";Add some professional heat to your display.;"• Features the iconic red fire helmet and protective visor components.
• Detailed high-visibility fire suit printing for maximum realism.
• Essential personnel for LEGO City and emergency service dioramas.
• Add a seasoned professional to your minifigure collection.";LEGO City Female Firefighter Minifigure (cty0337) | Kuso Oishii;Secure the LEGO City Female Firefighter (cty0337) for your collection. Featuring authentic emergency gear and professional styling, this minifigure is the perfect addition to any urban display or fire station diorama. Shop premium LEGO minifigures at Kuso Oishii today.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
fb2b1b6e-c692-4e86-a278-1158aa47e1bc;col152;Grandpa (col152);;;;;;active;;;;2026-03-07 19:57:31.610494+00;2026-03-08 09:20:25.573126+00;;;;;;;;;;;;;;;;Because your LEGO city is far too happy and needs a healthy dose of authentic grumpiness.;"Stop pretending your city is populated entirely by vibrant youths and career-driven professionals. You need some genuine character, the kind that only comes from decades of complaining about the weather and the price of milk. This isn't just a minifigure; it is a monument to the art of the side-eye. With his knitted cardigan and that distinct look of disappointment in the modern world, Grandpa brings a much-needed dose of reality to your collection. Whether he is shaking his cane at passing speedsters or taking a permanent nap on a park bench, he commands a presence that says he has seen it all and isn't particularly impressed. Every serious collector knows that a scene without a grumpy elder is just a toy set; with Grandpa, it becomes a story worth telling.";Add this grumpy legend to your display.;"• Features the iconic knitted cardigan print.
• Includes the classic wooden-style cane accessory.
• Perfect for adding realistic character to any layout.
• Highly sought-after Minifigures Series 10 character.";LEGO Grandpa Minifigure col152 - Minifigures Series 10 | Kuso Oishii;Shop the LEGO Grandpa minifigure col152 from Minifigures Series 10. This classic elder character features a detailed cardigan and cane, perfect for adult collectors looking to add character and wit to their displays. High-quality retired-style appeal for serious builders.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
81c70cf6-19ff-4f98-a7f1-c5cf70047771;31208-1;Hokusai – The Great Wave (31208-1.3);;;;;;active;;;;2026-03-07 19:57:33.091609+00;2026-03-08 09:20:40.099718+00;;;;;;;;;;;;;;;;"Because your living room is currently a desert of taste. 
Add some depth to that empty wall before it swallows you whole.";"Stop pretending your walls don't need a little high-brow chaos. The Great Wave isn't just a set; it is a structural flex that balances 19th-century Japanese aesthetics with the tactile satisfaction of a complex mosaic. This Art-line heavyweight captures the terrifying beauty of Mount Fuji peering through a literal wall of water, reconstructed with layered depths that make standard flat prints look pathetic. It is sophisticated, it is moody, and it commands immediate respect from anyone who walks into the room. Whether you are chasing Zen or just want to prove your taste extends beyond space ships, this build offers a meditative escape into one of history’s most iconic images. Build it, frame it, and let the sheer scale of Hokusai’s vision drown out the noise of your mundane daily existence.";Secure this masterpiece for your wall.;"• Features layered 3D depth for a striking museum-quality display.
• Includes a premium building soundtrack to enhance the creative experience.
• Includes an exclusive decorative tile featuring Hokusai’s signature.
• Integrated hanging elements for immediate wall-mounting after assembly.";LEGO Art 31208 Hokusai - The Great Wave | Premium Wall Decor Art Set;Own a piece of art history with LEGO Art 31208 Hokusai – The Great Wave. Recreate this iconic Japanese masterpiece with 3D depth and premium framing. Perfect for mature collectors seeking a sophisticated building experience and a stunning home decor piece. Shop Hokusai The Great Wave at Kuso Oishii.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
79f33e5d-b9ae-49ab-96ec-3e692e8b77a6;col128;Alien Villainess (col128);;;;;;active;;;;2026-03-07 19:57:13.473509+00;2026-03-08 09:18:02.203772+00;;;;;;;;;;;;;;;;The universe is a dark, cold place. She’s the reason why.;"Some people look at the stars and see hope; you look at them and see a perfect place to hide a body. The LEGO Alien Villainess (col128) isn't here to negotiate or offer a peaceful exchange of technology. She is a masterclass in cosmic malice, sporting a design that manages to be both elegantly regal and deeply unsettling. Whether she is conquering a shelf of vintage Space sets or asserting dominance over your Series 8 collection, her presence is undeniable. This isn't just another minifigure to pad out a display; it is a statement of intent for the collector who prefers their sci-fi with a sharp edge and a darker motive. Take control of the quadrant before she decides you are surplus to requirements.";Add this intergalactic nightmare to your shelf.;"• Features the iconic Series 8 Alien Villainess design.
• Perfect antagonist for classic and modern Space themes.
• Highly detailed headpiece and cape for maximum shelf presence.
• A must-have addition for serious CMF completionists.";LEGO Alien Villainess col128 - Series 8 Collectable Minifigure | Kuso Oishii;Dominate the galaxy with the LEGO Alien Villainess (col128) from Minifigures Series 8. A premium collectable for sci-fi enthusiasts and CMF completionists. Shop Kuso Oishii for authentic LEGO.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
1cdcd66b-5550-4427-99ee-bf249265ffe7;43262-1;Maleficent's and Cruella de Vil's Dresses (43262-1.1);;;;;;active;;;;2026-03-07 19:57:43.379868+00;2026-03-08 09:21:16.910398+00;;;;;;;;;;;;;;;;Style is a weapon. Arm yourself with the most beautifully malevolent wardrobes in history.;"Forget the heroes; villains have always had better tailors. This set isn't just a build; it’s a statement of absolute dominance for your shelf. You aren't just snapping bricks together; you are constructing the high-fashion malice of Maleficent and the monochromatic madness of Cruella de Vil. These aren't playthings for the faint of heart—they are sculptural tributes to the baddest women in the Disney pantheon. The sharp lines of the Mistress of All Evil’s gown and the unapologetic fur-heavy aesthetic of London’s most wanted fashionista command attention in any collection. It’s sophisticated, slightly menacing, and completely devoid of the usual saccharine fluff. If your display lacks a certain edge, these two let everyone know you prefer the shadows. Build them, display them, and let the icons of style remind you that being good is simply boring.";Secure these icons before they vanish.;"• Features the iconic silhouettes of Maleficent and Cruella de Vil.
• High-concept fashion builds designed for sophisticated display.
• A stark, stylish departure from traditional Disney builds.
• Essential acquisition for collectors of the Disney Villain subtheme.";LEGO 43262 Maleficent & Cruella de Vil Dresses | Disney Villain Style;Own the fashion of villainy with the LEGO Maleficent's and Cruella de Vil's Dresses (43262). A sophisticated display set for adult collectors who appreciate the darker side of Disney style. Recreate these iconic silhouettes with precision and flair. Perfect for those who value sharp aesthetics over fairytale tropes. Build your own monument to high-fashion malice today.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
44050028-cd51-4815-a7c6-0ecae2deb802;sw0506;Santa Jango Fett (sw0506);;;;;;active;;;;2026-03-07 19:57:52.807313+00;2026-03-08 09:22:02.982144+00;;;;;;;;;;;;;;;;"Season’s greetings from the galaxy’s most dangerous father figure.
Even a Mandalorian needs a holiday side-hustle.";"Stop pretending you’re here for the holiday spirit. You want this because Jango Fett in a Santa suit is the peak of Star Wars absurdity, and it belongs in your display. Emerging from the 2013 Advent Calendar, this minifigure takes the galaxy's most cold-blooded mercenary and wraps him in festive crimson, complete with that iconic silver-trimmed Mandalorian helmet. It’s a masterclass in 'because we can' design from the LEGO Group. He’s the ultimate holiday flex for the collector who finds traditional decorations a bit too pedestrian. Whether he's hunting a bounty or just delivering coal to the Jedi, this version of Jango commands the room with a unique blend of holiday cheer and professional lethality. Don't wait for another cycle; this is the seasonal grail your collection is screaming for.";Secure the galaxy’s festive bounty today.;"• Exclusive Santa-themed Mandalorian armour
• Signature silver and blue Jango Fett helmet design
• Rare 2013 Advent Calendar seasonal release";LEGO Santa Jango Fett Minifigure sw0506 - Rare Star Wars Collectible;Own the legendary Santa Jango Fett (sw0506) LEGO minifigure. This rare seasonal Mandalorian variant from the 2013 Advent Calendar is a must-have for serious Star Wars collectors. Featuring unique festive printing and the iconic Jango Fett helmet, it’s the ultimate holiday display piece. Add this elusive bounty hunter to your collection today at Kuso Oishii.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
38430986-e55e-4acf-9d71-13f151bf694b;B0C61XZJW9;Joseph Joseph Expandable Grey Dish Rack;;;;;;active;;;;2026-03-07 16:02:12.700218+00;2026-03-07 20:36:26.99106+00;;;;;;;;;;;;;;;;Stop living in a swamp. Your kitchen deserves a drying solution that actually works as hard as you do.;"Let’s be honest: your current dish rack is a cluttered eyesore that makes your kitchen look like a student flat. The Joseph Joseph Expandable Grey Dish Rack is the high-performance solution for adults who actually give a damn about their interior aesthetic. This isn't just a place for plates to die; it’s a sliding architectural marvel that doubles its capacity when the dinner party gets out of hand. The integrated spout ensures you aren't cultivating a domestic swamp on your worktop, while the raised ribs keep your glassware from that depressing stagnant fog. It looks sharp, moves with purpose, and handles the post-wash chaos with a level of sophistication your old plastic tray simply cannot muster. Put the drying towel down and let this piece of calculated engineering do the heavy lifting for you.";Upgrade your kitchen game and reclaim your counter space today.;"• Sliding expandable design adjusts to fit your drying needs instantly.
• Integrated drainage spout channels water directly into the sink.
• Raised ribs prevent water from becoming trapped inside glasses and bowls.
• Dedicated cutlery drainer keeps your utensils organised and upright.";Joseph Joseph Expandable Grey Dish Rack | B0C61XZJW9 Kitchen Drying Solution;Optimise your kitchen with the Joseph Joseph Expandable Grey Dish Rack (B0C61XZJW9). Featuring a smart sliding design, integrated drainage spout, and non-scratch tines, this modern dish rack doubles in size to handle heavy loads while keeping your counters dry. Durable, stylish, and engineered for maximum efficiency. Shop the active Joseph Joseph collection at Kuso Oishii.;464736d3-8ea2-45a9-9f90-95938d172080;Joseph Joseph;Other;;;;;;;;;;;;;;
f731aa34-a4a1-4dc4-b1e6-e5dd304ff4a8;col120;Businessman Minifig (col120);;;;;;active;;;;2026-03-07 19:57:20.878323+00;2026-03-08 09:18:32.505243+00;;;;;;;;;;;;;;;;"Because your LEGO city won't tax itself.
Meet the man who makes ""hostile takeover"" look like a hobby.";"Stop pretending your brick-built metropolis runs on imagination and good vibes. It runs on cold, hard deals and the relentless pursuit of the bottom line. This isn't just a generic civilian; this is the architect of your city’s commercial dominance. Clad in a crisp suit that says ""I have a standing reservation at the most expensive restaurant in town,"" the Businessman (col120) brings a much-needed layer of corporate cynicism to your display. Whether he’s closing a hostile takeover or just looming ominously in a boardroom, his presence elevates the stakes of your collection from child’s play to high-finance drama. He doesn’t care about your hobby projects; he cares about his dividends. Own the suit that owns the room before he decides your collection is no longer a viable asset.";Secure the bag and add him to your lineup.;"• Official LEGO Collectible Minifigures Series 8 quality
• Distinguished grey suit and briefcase accessories
• Essential character for realistic city displays";LEGO Businessman Minifig (col120) - Series 8 Collectible | Kuso Oishii;Shop the LEGO Businessman Minifig (col120) from Collectible Minifigures Series 8. Perfect for realistic LEGO City displays and serious collectors. High-quality corporate aesthetic with briefcase. British-based shipping and authentic LEGO parts guaranteed. Add a touch of high-finance drama to your brick-built world today.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
be341fd7-9bee-423b-bdae-3efe772031a9;col159;Decorator;;;;;;active;;;;2026-03-07 16:01:46.272143+00;2026-03-08 01:02:01.188754+00;;;;;;;;;;;;;;;;"Because your pristine modular street looks like a sterile hospital wing.
Inject some blue-collar grit into your display.";"Stop staring at those bare baseplates and do something about your lack of ambition. The Decorator isn’t just another grunt in the workforce; he’s the guy who ensures your modular street doesn't look like a depressing concrete wasteland. With his paint roller in hand and that unmistakable splattered jumpsuit, he brings a level of blue-collar authenticity that your pristine collection desperately lacks. Whether he’s touching up the Grand Emporium or just causing chaos in a MOC, he commands a presence that says he’s hourly and he’s definitely taking his tea break. You don't just want a finished display; you want the gritty, mid-renovation realism that only a man with a cap and a bucket can provide. Stop playing architect and start getting your hands dirty.";Grab this professional before he clocks off for good.;"• Features the iconic paint-splattered torso and legs for maximum realism.
• Equipped with essential trade tools including a paint roller and bucket.
• Essential addition to the Collectable Minifigures Series 10 lineup.";LEGO Series 10 Decorator Minifigure col159 | Kuso Oishii;Add the LEGO Collectable Minifigures Series 10 Decorator (col159) to your collection. Featuring a paint-splattered jumpsuit and authentic accessories, this minifigure brings real-world detail to your LEGO city displays. Perfect for collectors seeking rare Series 10 figs. Shop now at Kuso Oishii for authentic LEGO minifigures.;464736d3-8ea2-45a9-9f90-95938d172080;LEGO;Minifig;2026-03-08 01:02:01.188754+00;;;;;;;;;;;;;
61529368-4462-456e-9026-2cb089047d5c;hp020;Draco Malfoy (hp020);;;;;;active;;;;2026-03-07 19:57:25.429292+00;2026-03-08 09:19:22.748692+00;;;;;;;;;;;;;;;;"Stop pretending you like the chosen one.
Embrace the glorious, entitled prick energy of Slytherin’s finest.";"There he is: the walking embodiment of pure-blood entitlement and a Father who will absolutely hear about this. This 2001-era Draco Malfoy (hp020) is a direct hit of nostalgia for collectors who prefer their wizards with a side of sneering superiority. With those iconic yellow skin tones and the classic Slytherin robes, he captures the earliest days of the Great Hall's most punchable face. He isn’t just a green-caped antagonist; he is a piece of history from the dawn of the theme, holding his own against the Boy Who Lived with nothing but a smirk and a trust fund. Perfect for filling out your vintage dungeons or reminding your other minifigures that their blood is remarkably thin. This is the quintessential Malfoy for the serious Potterhead who knows that sometimes, being a little shit is a full-time job.";Add this silver-spooned menace to your shelf.;"• Official LEGO Draco Malfoy minifigure (hp020)
• Features the classic yellow-fleshed skin tone and Slytherin robes
• Essential vintage piece for early Harry Potter collectors";LEGO Draco Malfoy Minifigure hp020 - Vintage Slytherin Classic;Shop the vintage LEGO Draco Malfoy minifigure (hp020) at Kuso Oishii. This 2001 classic Slytherin figure is an essential addition for serious collectors of early Harry Potter sets. High-quality original design with yellow skin tones. Get the iconic rival of Harry Potter today.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
f9dcfffa-cd6f-40a3-9d55-34ad98a8b70e;col163;Barbarian (col163);;;;;;active;;;;2026-03-07 19:57:16.759166+00;2026-03-08 09:18:19.903048+00;;;;;;;;;;;;;;;;"Because your display shelf is far too civilised.
Let the lady with the big sword fix that for you.";"Stop playing nice with your display. The Series 11 Barbarian isn't here to make friends or discuss the finer points of brick-built architecture; she’s here to remind your other minifigures that survival is a privilege. With a look that suggests she’s just spent a long weekend raiding the outer rim of your collection, this warrior brings a level of raw, unadulterated menace that your typical city-dweller simply can't handle. Armed with a broadsword that has seen better days and more bloodshed than a medieval operating theatre, she stands as a testament to the era of the lone marauder. She doesn’t need a castle or a cavalry. Give her a shelf, a clear line of sight, and the satisfaction of knowing everything else in your display is currently terrified. It’s time to embrace the chaos.";Add some brutal steel to your shelf today.;"• Features the iconic weathered broadsword accessory.
• Distinctive Series 11 dual-moulded aesthetic.
• Essential addition for historical and fantasy collectors.
• Highly detailed printed feline-pelt detailing.";LEGO Series 11 Barbarian Minifigure - col163 Warrior Specialist;Shop the LEGO Series 11 Barbarian minifigure (col163). A fierce warrior addition to any fantasy or historical collection. Authentic LEGO Collectible Minifigures Series 11.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
205e4825-5cb3-459a-9779-0bd5ae30ab5d;sw0442;Clone Trooper (sw0442);;;;;;active;;;;2026-03-07 19:57:22.935692+00;2026-03-08 09:18:54.641198+00;;;;;;;;;;;;;;;;"The ultimate tool of galactic pacification. 
White, clean, and ready to die for a Republic that doesn't deserve him.";"There is a reason the Grand Army of the Republic is the gold standard of galactic warfare, and this sw0442 Clone Trooper is the backbone of that legacy. This is not some decorative shelf-warmer; it is a clinical, phase one instrument of order designed for those who value the disciplined aesthetic of the Kaminoan forge. Whether you are bolstering a massive legion or seeking that singular, crisp white silhouette for a high-end display, this minifigure commands respect through sheer, cold efficiency. Its presence in your collection signifies a commitment to the fundamental era of the Republic, capturing the moment before the galaxy descended into total chaos. Own the grunt that started it all, built for the collector who knows that true power lies in numbers and unwavering loyalty.";Secure the front line before they march away.;"• Official LEGO Star Wars sw0442 Clone Trooper figure.
• Authentic Phase 1 helmet design for era-accurate displays.
• Essential army-building component for Republic dioramas.
• Highly sought-after variant for serious Star Wars collectors.";LEGO sw0442 Clone Trooper Minifigure - Star Wars Republic Soldier;Shop the LEGO Star Wars sw0442 Clone Trooper at Kuso Oishii. This Phase 1 Republic soldier is the essential minifigure for collectors looking to build a massive Grand Army or complete their Kamino-era displays. Secure this iconic trooper while stock lasts and command the battlefield with the backbone of the Republic. Fast shipping and expert collector care.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
a4ce5df6-0ac5-4007-8467-59a0dea0608a;cas327;Skeleton Warrior;;;;;;active;;;;2026-03-07 16:01:55.30328+00;2026-03-08 01:02:01.188754+00;;;;;;;;;;;;;;;;Because nothing says 'stay off my lawn' like a reanimated corpse in a helmet. Some bones just refuse to stay buried.;There is a certain quiet dignity in being dead, and this Skeleton Warrior (cas327) intends to ruin it for everyone else. Stripped of skin, ego, and any sense of self-preservation, this plastic pile of bones is the ultimate frontline fodder for your necrotic schemes. Whether he is guarding a forgotten tomb or simply cluttering up your castle walls, he brings that essential, hollow-eyed menacing vibe that only a reanimated corpse can provide. He does not sleep, he does not eat, and he certainly does not care about your property values. It is a masterclass in minimalist design where the only thing thinner than his waistline is his patience for the living. Put him on a baseplate and let the rattling begin.;Add a little mindless violence to your battlements before they vanish back into the dirt.;"• Classic undead aesthetic for dark fantasy dioramas
• Articulated arms ready for various medieval weaponry configurations
• Essential army-builder for Castle and Fantasy Era collectors";LEGO Skeleton Warrior Minifigure cas327 | Kuso Oishii Undead Castle Army Builder;Shop the LEGO cas327 Skeleton Warrior at Kuso Oishii. This essential undead minifigure is the perfect addition to your Castle collection or fantasy diorama. Build your skeleton army today with authentic LEGO parts. Reliable shipping and expert grading for serious collectors. Order now before they return to the grave.;464736d3-8ea2-45a9-9f90-95938d172080;LEGO;Minifig;2026-03-08 01:02:01.188754+00;;;;;;;;;;;;;
6f3f10c6-025b-4a53-93f6-fc6fb536f9b0;60442-1;Driver with McLaren Race Car (60442-1.1);;;;;;active;;;;2026-03-07 19:57:25.633641+00;2026-03-08 09:19:26.931124+00;;;;;;;;;;;;;;;;"Because life is too short to drive a beige family saloon.
Stop settling and start winning.";"Forget the commute and the soul-crushing reality of the nine-to-five; this is about precision engineering in its purest, most compact form. The LEGO City McLaren Race Car isn't just a toy; it is a clinical exercise in speed and aerodynamic arrogance, finished in that iconic Papaya livery that signals you aren't here to make friends on the track. You are putting a driver behind the wheel of a machine designed for one thing: winning while looking better than everyone else. This set captures the aggressive posture and streamlined silhouette of a modern racing icon, stripped of all fluff and ready to claim its rightful place on your shelf or your desk. It is sleek, loud, and unapologetically fast—even when it is standing perfectly still. Own the legend before the flag drops.";Grab the keys and leave the rest behind.;"• Official McLaren Racing livery in striking orange and black.
• Includes a racing driver minifigure with a removable helmet.
• Streamlined aerodynamic design built for high-speed play.
• Authentic detail that mirrors the real-world supercar's DNA.";LEGO City 60442 McLaren Race Car | Speed & Style | Kuso Oishii;Burn some virtual rubber with the LEGO City 60442 Driver with McLaren Race Car. Featuring the iconic Papaya livery and a professional racing driver minifigure, this set is built for speed, style, and track-side dominance. Perfect for collectors and petrolheads who appreciate precision engineering. Shop the active range at Kuso Oishii for the ultimate display of automotive excellence.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
148fb880-4348-40a6-8cf9-890693ef5004;lor002;Frodo Baggins (lor002);;;;;;active;;;;2026-03-07 19:57:30.092188+00;2026-03-08 09:20:20.981622+00;;;;;;;;;;;;;;;;"The smallest person can indeed change the course of your shelf space. 
Don’t be the fool who misses the Ring-bearer.";Stop pretending your Middle-earth display is complete without the one hobbit who actually bothered to finish the job. This lor002 Frodo Baggins represents the Shire’s most reluctant hero in his quintessential early-journey attire, capturing that fleeting moment before the Ring’s weight and Gollum’s constant breathing down his neck ruined his posture. It is a masterclass in scale and character design, providing the gravitational centre for any Fellowship gathering. Whether he is standing atop your desk or tucked away in a high-end display case, this minifigure carries an atmospheric weight that belies his diminutive stature. You know the story, you know the stakes, and you know damn well that leaving a Frodo-sized hole in your collection is a rookie mistake you will regret once the stock dries up.;Add this burden to your collection today.;"• Official LEGO Lord of the Rings lor002 minifigure
• Features the iconic sand blue short legs and vest combo
• Essential protagonist for any Fellowship of the Ring display
• Highly sought-after collector piece from the original 2012 wave";LEGO Frodo Baggins Minifigure lor002 - Lord of the Rings Collector Piece;Secure the essential Frodo Baggins lor002 LEGO minifigure for your Middle-earth collection. Featuring his classic Shire waistcoat and sand blue short legs, this authentic Lord of the Rings character is a must-have for serious collectors and Tolkien fans. Shop Kuso Oishii for high-end LEGO minifigures and elite building sets.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
eaa200e2-07e7-49a4-ae22-a74fe3ec6799;col148;Warrior Woman (col148);;;;;;active;;;;2026-03-07 19:57:38.372163+00;2026-03-08 09:21:03.471382+00;;;;;;;;;;;;;;;;She isn’t here to play nice. She’s here to conquer your shelf and look damn good doing it.;"Forget the damsel routine; this is the steel-eyed powerhouse your shelf has been missing. The Warrior Woman is a masterclass in ancient intimidation, captured with the kind of precision that makes other minifigures look like they belong in a preschool toy box. Clad in intricate Athenian-inspired armour and wielding a shield that suggests she’s seen more combat than your entire collection combined, she commands the room without saying a word. Whether she’s leading a phalanx or standing guard over your rarest sets, her presence is undeniable. This isn't just another Series 10 filler; it’s a tribute to the uncompromising spirit of the ancients. She doesn’t ask for space on your display—she takes it by force. If your collection feels a bit too polite lately, let her fix that for you.";Add some bite to your lineup today.;"• Features highly detailed Grecian-style print work and armour.
• Includes her signature spear and custom-moulded shield.
• Part of the iconic Collectible Minifigures Series 10 lineup.
• Perfect for historical dioramas or high-end display cases.";LEGO Warrior Woman col148 Minifigure - Series 10 | Kuso Oishii;Own the powerful Warrior Woman (col148) from LEGO Minifigures Series 10. A highly detailed, battle-ready figure for serious collectors. Shop now at Kuso Oishii for authentic LEGO.;464736d3-8ea2-45a9-9f90-95938d172080;Minifig;;;;;;;;;;;;;;;
e7d72b77-b0d2-4e81-bef6-20fcf227f2f4;71047-3;Dungeons & Dragons Tiefling Sorcerer (71047-3.1);;;;;;active;;;;2026-03-07 19:57:39.369116+00;2026-03-08 09:21:07.218537+00;;;;;;;;;;;;;;;;Because nothing says 'I control your fate' like a purple-skinned sorcerer with a pet dragon.;"Stop playing the generic hero and embrace the infernal elegance of the Tiefling Sorcerer. This isn't just another plastic bystander; it is a masterclass in tabletop aesthetics, boasting some of the most intricate printing to hit the CMF line. The purple-skinned charisma is palpable, featuring those iconic horns and a dual-molded aesthetic that demands more than just a shelf—it deserves a diorama. Whether you are assembling a full party of misfits or just need a caster who looks like they’ve actually survived a layer of the Nine Hells, this sorcerer brings a dangerous level of sophistication to your collection. The translucent magic effects and the baby red dragon accessory aren't just details; they are a statement of intent. Don't let your display settle for mundane when you can command the arcane.";Claim your seat at the dungeon table today.;"• Features a stunning custom-moulded headpiece with integrated horns and purple skin tones.
• Includes a unique baby red dragon companion and translucent magic power elements.
• Equipped with highly detailed torso and leg printing exclusive to the Dungeons & Dragons series.
• Comes with a themed display base and original series character accessories.";LEGO Dungeons & Dragons Tiefling Sorcerer Minifigure - 71047-3;Shop the LEGO Dungeons & Dragons Tiefling Sorcerer (71047-3). A premium CMF character featuring exclusive dual-moulded horns, a baby red dragon, and detailed arcane printing. Perfect for D&D fans and collectors. Order now from Kuso Oishii.;464736d3-8ea2-45a9-9f90-95938d172080;Set;;;;;;;;;;;;;;;
31ff3345-98c6-4827-80b9-cd9e55a56b1a;idea001;Marty McFly (idea001);;;;;;active;;;;2026-03-07 19:57:43.674187+00;2026-03-08 09:21:20.5414+00;;;;;;;;;;;;;;;;Great Scott. The original timeline-jumper has arrived to fix your lackluster display.;"Stop pretending your collection is complete without the figure that kickstarted the entire Ideas revolution. Marty McFly isn’t just a minifigure; he’s a high-stakes bet on nostalgia that actually paid off. This version of the iconic time traveller brings that 1985 energy to your display shelf with a look that screams ""I just set a clock tower on fire."" Whether he’s perched on your desk or tucked into a custom MOC, Marty carries the weight of a franchise that redefined sci-fi cinema. He represents the moment LEGO realised they could tap into our collective childhood obsession with 88mph and flux capacitors. You don’t need roads where you’re going, but you definitely need this kid in your lineup. He’s the ultimate conversation starter for those who know their history.";Secure the icon before the timeline shifts.;"• The debut minifigure from the LEGO Ideas line (idea001)
• Iconic 1985 Marty McFly aesthetic with signature red puffer vest
• Essential centerpiece for any Back to the Future collection
• A rare piece of history from the fan-designed platform's origins";LEGO Marty McFly Minifigure (idea001) - Back to the Future Icon;Own a piece of LEGO history with the original Marty McFly (idea001) minifigure from the Back to the Future Ideas set. This iconic figure features Marty in his classic 1985 red puffer vest. A must-have for movie buffs and serious collectors looking for the figure that launched the Ideas theme. Shop Kuso Oishii for authentic collector-grade LEGO minifigures and rare finds.;464736d3-8ea2-45a9-9f90-95938d172080;;;;;;;;;;;;;;;;
